source,title,description,datamodel,"providing_technologies","security_domain",category,usecase,mitre,killchain,"detection_searches","investigative_searches","contextual_searches","support_searches",qualifiedSearch
"Splunk ES Content Update - Analytic Stories","Lateral Movement","This threat is generated when UBA detects activity from a user (or users) that looks like possible lateral movement in the network.",,"Anti-Virus or Anti-Malware | Network Communication | Email | Windows Security | Host-based IDS | IDS or IPS | Authentication | DLP",,"Lateral Movement","Advanced Threat Detection | Security Monitoring",None,None,"ESCU - Detect Activity Related to Pass the Hash Attacks - Rule | ESCU - Remote Desktop Network Traffic - Rule | ESCU - Remote Desktop Process Running On System - Rule | ESCU - Schtasks scheduling job on remote system - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Process Information For Port Activity | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Successful Remote Desktop Authentications",,"",
"Splunk ES Content Update - Analytic Stories","Malicious PowerShell","Attackers are finding stealthy ways ""live off the land"" leveraging utilities and tools that come standard on the endpoint--such as PowerShell--to achieve their goals without downloading binary files. These searches can help you detect and investigate PowerShell command-line options that may be indicative of malicious intent.",,"Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Splunk Enterprise Security | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"Execution | PowerShell | Scripting","Actions on Objectives | Command and Control | Installation","ESCU - Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass - Rule | ESCU - Malicious PowerShell Process - Connect To Internet With Hidden Window - Rule | ESCU - Malicious PowerShell Process - Encoded Command - Rule | ESCU - Malicious PowerShell Process - Multiple Suspicious Command-Line Arguments - Rule | ESCU - Malicious PowerShell Process With Obfuscation Techniques - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"",
"Splunk ES Content Update - Analytic Stories","Monitor Backup Solution","Address common concerns when monitoring your backup processes. These searches can help you reduce risks from ransomware device theft or denial of physical access to a host by backing up data on endpoints.",,"Netbackup | Splunk Enterprise Security",,"Best Practices",,,,"ESCU - Extended Period Without Successful Netbackup Backups - Rule | ESCU - Unsuccessful Netbackup backups - Rule","ESCU - All backup logs for host | ESCU - Get Notable History | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User",,"ESCU - Monitor Successful Backups | ESCU - Monitor Unsuccessful Backups",
"Splunk ES Content Update - Analytic Stories","Monitor for Unauthorized Software","Identify and investigate prohibited/unauthorized software or processes that may be concealing malicious behavior within your environment.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Nessus | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Best Practices",,Execution,"Actions on Objectives | Command and Control | Installation","ESCU - Prohibited Software On Endpoint - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get Update Logs For Endpoint | ESCU - Get User Information from Identity Table | ESCU - Get Vulnerability Logs For Endpoint | ESCU - Investigate Web Activity From Host",,"ESCU - Add Prohibited Processes to Enterprise Security",
"Splunk ES Content Update - Analytic Stories","Monitor for Updates","Monitor your enterprise to ensure that your endpoints are being patched and updated. Adversaries notoriously exploit known vulnerabilities that could be mitigated by applying routine security patches.",,"Microsoft Windows | Splunk Enterprise Security",,"Best Practices",,,,"ESCU - No Windows Updates in a time frame - Rule","ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Risk Modifiers For Endpoint",,"",
"Splunk ES Content Update - Analytic Stories","Netsh Abuse","Detect activities and various techniques associated with the abuse of `netsh.exe` which can disable local firewall settings or set up a remote connection to a host from an infected system.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,Abuse,,"Command-Line Interface | Defense Evasion | Disabling Security Tools | Execution | Persistence","Actions on Objectives","ESCU - Processes created by netsh - Rule | ESCU - Processes launching netsh - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"ESCU - Baseline of SMB Traffic - MLTK | ESCU - Previously seen command line arguments",
"Splunk ES Content Update - Analytic Stories","Orangeworm Attack Group","Detect activities and various techniques associated with the Orangeworm Attack Group a group that frequently targets the healthcare industry.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,Malware,,"Command-Line Interface | Defense Evasion | Disabling Security Tools | Execution | Modify Existing Service | New Service | Persistence | Privilege Escalation | Scripting","Actions on Objectives | Command and Control | Installation","ESCU - First Time Seen Running Windows Service - Rule | ESCU - First time seen command line argument - Rule | ESCU - Sc.exe Manipulating Windows Services - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"ESCU - Previously Seen Running Windows Services | ESCU - Previously seen command line arguments",
"Splunk ES Content Update - Analytic Stories","Phishing Payloads","Detect signs of malicious payloads that may indicate that your environment has been breached via a phishing attack.",,"Carbon Black Response | CrowdStrike Falcon | Sysmon | Tanium | Ziften",,"Adversary Tactics",,"Initial Access | Spearphishing Attachment","Actions on Objectives | Installation","ESCU - Detect Oulook.exe writing a .zip file - Rule | ESCU - Suspicious LNK file launching a process - Rule","ESCU - Get Parent Process Info",,"",
"Splunk ES Content Update - Analytic Stories","Possible Backdoor Activity Associated With MUDCARP Espionage Campaigns","Monitor your environment for suspicious behaviors that resemble the techniques employed by the MUDCARP threat group.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"AppInit DLLs | Authentication Package | Command-Line Interface | Execution | Persistence | PowerShell | Registry Run Keys / Start Folder | Scripting","Actions on Objectives | Command and Control","ESCU - First time seen command line argument - Rule | ESCU - Malicious PowerShell Process - Connect To Internet With Hidden Window - Rule | ESCU - Registry Keys Used For Persistence - Rule | ESCU - Unusually Long Command Line - MLTK - Rule | ESCU - Unusually Long Command Line - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"ESCU - Baseline of Command Line Length - MLTK | ESCU - Previously seen command line arguments",
"Splunk ES Content Update - Analytic Stories","Prohibited Traffic Allowed or Protocol Mismatch","Detect instances of prohibited network traffic allowed in the environment as well as protocols running on non-standard ports. Both of these types of behaviors typically violate policy and can be leveraged by attackers.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Best Practices",,"Command and Control | Commonly Used Port | Defense Evasion | Exfiltration | Exfiltration Over Alternative Protocol","Actions on Objectives | Command and Control | Delivery","ESCU - Detect hosts connecting to dynamic domain providers - Rule | ESCU - Prohibited Network Traffic Allowed - Rule | ESCU - Protocol or Port Mismatch - Rule | ESCU - TOR Traffic - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get DNS Server History for a host | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Process Information For Port Activity | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"",
"Splunk ES Content Update - Analytic Stories",Ransomware,"Leverage searches that allow you to detect and investigate unusual activities that might relate to ransomware--spikes in SMB traffic suspicious wevtutil usage the presence of common ransomware extensions and system processes run from unexpected locations and many others.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Nessus | Netbackup | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,Malware,,"AppInit DLLs | Authentication Package | Command and Control | Commonly Used Port | Defense Evasion | Execution | Exfiltration | Exfiltration Over Alternative Protocol | Impact | Indicator Removal on Host | Lateral Movement | Masquerading | Persistence | Registry Run Keys / Start Folder | Scheduled Task | Windows Management Instrumentation","Actions on Objectives | Command and Control | Delivery","ESCU - Common Ransomware Extensions - Rule | ESCU - Common Ransomware Notes - Rule | ESCU - Deleting Shadow Copies - Rule | ESCU - Prohibited Network Traffic Allowed - Rule | ESCU - Registry Keys Used For Persistence - Rule | ESCU - Remote Process Instantiation via WMI - Rule | ESCU - SMB Traffic Spike - MLTK - Rule | ESCU - SMB Traffic Spike - Rule | ESCU - Scheduled tasks used in BadRabbit ransomware - Rule | ESCU - Schtasks used for forcing a reboot - Rule | ESCU - Spike in File Writes - Rule | ESCU - Suspicious wevtutil Usage - Rule | ESCU - System Processes Run From Unexpected Locations - Rule | ESCU - TOR Traffic - Rule | ESCU - USN Journal Deletion - Rule | ESCU - Unusually Long Command Line - MLTK - Rule | ESCU - Unusually Long Command Line - Rule | ESCU - Windows Event Log Cleared - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Backup Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Process Information For Port Activity | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get Sysmon WMI Activity for Host | ESCU - Get Update Logs For Endpoint | ESCU - Get User Information from Identity Table | ESCU - Get Vulnerability Logs For Endpoint | ESCU - Investigate Web Activity From Host",,"ESCU - Baseline of Command Line Length - MLTK | ESCU - Baseline of SMB Traffic - MLTK",
